,Unnamed: 0,Unnamed: 0.1,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,cluster
226,226,239,951wyr0h,104a23fead757f1b8272ae0813db98b413375ae0,PMC,Streptococcus pneumoniae induced c-Jun-N-terminal kinase- and AP-1 -dependent IL-8 release by lung epithelial BEAS-2B cells,10.1186/1465-9921-7-98,PMC1533820,16834785.0,cc-by,background although pneumococcal pneumonia one common cause death due infectious disease little known pneumococcilung cell interaction herein tested hypothesis pneumococcus activated pulmonary epithelial cell cytokine release cjunnhterminal kinase jnk method human bronchial epithelial cell beasb epithelial hek cell infected pneumoniae rx cytokine induction measured rtpcr elisa bioplex assay jnkphosphorylation detected western blot nuclear signaling assessed electrophoretic mobility shift assay emsa chromatin immunoprecipitation chip jnk modulated small molecule inhibitor sp ap transfection dominant negative mutant result pneumoniae induced release distinct cc cxc well th th cytokine growth factor human lung epithelial cell line beasb furthermore pneumococcus infection resulted jnk phosphorylation beasb cell inhibition jnk small molecule inhibitor sp reduced pneumococciinduced il mrna expression release il il one regulator il promoter jnkphosphorylated activator protein ap showed pneumoniae timedependently induced dna binding ap phosphorylated subunit cjun maximum h infection recruitment serphosphorylated cjun rna polymerase ii endogenous il promoter found h pneumoniae infection chromatin immunoprecipitation ap repressor afos reduced il release tlroverexpressing hek cell induced pneumococcus tnfα antisenseconstructs targeting ap subunit fra fra inhibitory effect pneumococciinduced il release conclusion pneumoniaeinduced il expression human epithelial beasb cell depended activation jnk recruitment phosphorylated cjun il promoter,2006-07-12,"Schmeck, Bernd; Moog, Kerstin; Zahlten, Janine; van Laak, Vincent; N'Guessan, Philippe Dje; Opitz, Bastian; Rosseau, Simone; Suttorp, Norbert; Hippenstiel, Stefan",Respir Res,,,,document_parses/pdf_json/104a23fead757f1b8272ae0813db98b413375ae0.json,document_parses/pmc_json/PMC1533820.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1533820/,,1
318,318,335,lntn11a9,9795fe49f827ff0654ce919cd8b7450e8a2b40d8,PMC,The immunoregulatory and allergy-associated cytokines in the aetiology of the otitis media with effusion.,10.1080/09629350410001688477,PMC1781541,15203548.0,no-cc,inflammation middle ear mucosa provoked different primary factor bacterial viral infection local allergic reaction reflux crucial event pathogenesis otitis medium effusion ome unresolved acute inflammatory response defective immunoregulation middle inflammation promote chronic inflammatory process stimulate chronic condition ome cytokine central molecular regulator middle ear inflammation switch acute phase inflammation chronic stage induce molecularpathological process leading histopathological change accompanying ome review present cytokine identified otitis medium immunoregulatory interleukin il il transforming growth factorbeta allergy associated il il granulocytemacrophage colonystimulating factor crucial molecular regulator responsible chronic inflammation middle ear chronic condition ome,2004-04-26,"Smirnova, Marina G; Birchall, John P; Pearson, Jeffrey P",Mediators Inflamm,,,,document_parses/pdf_json/9795fe49f827ff0654ce919cd8b7450e8a2b40d8.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1781541/,,1
334,334,352,x0a3nqah,93bffcc1371315b640e4783c412e0a4572744762,PMC,Prolonged disturbances of in vitro cytokine production in patients with severe acute respiratory syndrome (SARS) treated with ribavirin and steroids,10.1111/j.1365-2249.2003.02391.x,PMC1808981,15008980.0,bronze-oa,severe acute respiratory syndrome sars new disease spread rapidly widely wished know whether evaluation vitro cytokine production could contribute improved understanding disease pathogenesis better patient management number unstimulated mitogenstimulated cytokinesecreting peripheral blood mononuclear cell measured repeatedly hospitalization patient sars using enzymelinked immunospot technology number interferongamma interleukin il il il il secreting cell induced cell activator normal many patient treatment corticosteroid ribavirin returned essentially normal completion treatment staphylococcus aureus cowan sacstimulated il secreting cell increased early sars fell treatment sacinduced il secreting cell deficient long treatment number cell induced produce il tumour necrosis factoralpha cell monocyte activator higher normal many early sars patient still increased treatment conclude prolonged dysregulated cytokine production occurs sars future study directed improving antiinflammatory antiviral therapy order limit cytokine impairment,2004-03-01,"JONES, B M; MA, E S K; PEIRIS, J S M; WONG, P C; HO, J C M; LAM, B; LAI, K N; TSANG, K W T",Clinical and Experimental Immunology,,,,document_parses/pdf_json/93bffcc1371315b640e4783c412e0a4572744762.json,document_parses/pmc_json/PMC1808981.xml.json,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-2249.2003.02391.x,,1
335,335,354,s31mbs7a,00039b94e6cb7609ecbddee1755314bcfeb77faa,PMC,Plasma inflammatory cytokines and chemokines in severe acute respiratory syndrome,10.1111/j.1365-2249.2004.02415.x,PMC1808997,15030519.0,bronze-oa,severe acute respiratory syndrome sars recently emerged infectious disease caused novel coronavirus immunopathological mechanism yet fully elucidated investigated change plasma helper th cell cytokine inflammatory cytokine chemokines patient diagnosed sars cytokine profile sars patient showed marked elevation th cytokine interferon ifnγ inflammatory cytokine interleukin il il il least week disease onset significant elevation inflammatory cytokine tumour necrosis factor tnfα antiinflammatory cytokine il th cytokine il th cytokine il chemokine profile demonstrated significant elevation neutrophil chemokine il monocyte chemoattractant protein mcp th chemokine ifnγinducible protein ip corticosteroid reduced significantly il mcp ip concentration day treatment p · together elevation th cytokine ifnγ inflammatory cytokine il il il chemokines il mcp ip confirmed activation th cellmediated immunity hyperinnate inflammatory response sars accumulation monocytesmacrophages neutrophil,2004-04-01,"WONG, C K; LAM, C W K; WU, A K L; IP, W K; LEE, N L S; CHAN, I H S; LIT, L C W; HUI, D S C; CHAN, M H M; CHUNG, S S C; SUNG, J J Y",Clinical & Experimental Immunology,,,,document_parses/pdf_json/00039b94e6cb7609ecbddee1755314bcfeb77faa.json,document_parses/pmc_json/PMC1808997.xml.json,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-2249.2004.02415.x,,1
375,375,395,ivscb6yx,e5ec3d4854fa2bfba10cae487ea5271ed00a24fa,PMC,IFNG +874T/A polymorphism is not associated with American tegumentary leishmaniasis susceptibility but can influence Leishmania induced IFN-γ production,10.1186/1471-2334-7-33,PMC1878480,17456233.0,cc-by,background interferongamma key cytokine protective response intracellular pathogen single nucleotide polymorphism snp located first intron human ifnγ gene putatively influence secretion cytokine impact infection outcome demonstrated tuberculosis complex disease aim investigate putative association ifngta snp american tegumentary leishmaniasis atl also influence snp secretion ifnγ vitro method brazilian atl patient cutaneous cl mucosal leishmaniasis ml healthy volunteer evaluated genotype region ifnγ gene carried amplification refractory mutational system armspcr leishmaniainduced ifnγ production peripheral blood mononuclear cell pbmc culture supernatant assessed elisa result difference ta snp frequency case control ml versus cl patient cutaneous leishmaniasis case exhibiting aa genotype produced lower level ifnγ tatt genotype mucosal case high low ifnγ producer clearly demonstrated difference cytokine production observed among ifng carrier conclusion result suggest ta polymorphism associated either susceptibility severity leishmaniasis despite ifng ta snp could involved pathogenesis leishmaniasis influencing amount cytokine released cl patient although could prevent disease development hand possible ml case potential polymorphic regulatory gene tnfα il also involved thus interfering ifnγ secretion,2007-04-24,"Matos, Guilherme Inocêncio; Covas, Claudia de J Fernandes; Bittar, Rita de Cássia; Gomes-Silva, Adriano; Marques, Fabiana; Maniero, Viviane C; Amato, Valdir S; Oliveira-Neto, Manoel P; Mattos, Marise da Silva; Pirmez, Claude; Sampaio, Elizabeth P; Moraes, Milton O; Da-Cruz, Alda Maria",BMC Infect Dis,,,,document_parses/pdf_json/e5ec3d4854fa2bfba10cae487ea5271ed00a24fa.json,document_parses/pmc_json/PMC1878480.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1878480/,,1
501,501,523,5qiwui6u,52d1c87f7efab1d1340615324e5313f22444cf44,PMC,Interference of natural mouse hepatitis virus infection with cytokine production and susceptibility to Trypanosoma cruzi,10.1046/j.1365-2567.1999.00719.x,PMC2326758,10233719.0,green-oa,mouse hepatitis virus mhv infection pronounced impact several investigation area report natural mhv outbreak rare study conducted deliberately infecting mouse mhv laboratory strain cause moderate severe disturbance immune system investigated effect natural acute outbreak mhv otherwise specificpathogenfree spf inbred mouse colony enzootic chronic mhv infection cytokine production resistance intracellular pathogen trypanosoma cruzi found balbc andor cbl spf mouse injected cruzi blood trypomastigotes recently mhvcontaminated mhv mouse developed significantly higher parasite blood count accelerated death showed higher il production spleen cell counterpart whose cruzi inoculum derived mhvnegative mhv− donor interferonγ ifnγ production mhv mhv− mouse significantly different contrast cruzi infection chronically mhvinfected mouse result major change course infection compared observed mouse mhv− colony although trend higher parasitaemia level observed balbc mhv mouse nevertheless balbc cbl cruziinfected mhv mouse diminished ifnγ production parasiteantigen stimulation comparison similarly infected mhv− mouse interleukin il production level spleen cell differ chronic mhv mhv− mouse ifnγ neutralization monoclonal antibody treatment anticdstimulated spleen cell culture showed higher level il synthesis mhv balbc mouse,1999-03-01,"Torrecilhas, A C T; Faquim-Mauro, E; Da Silva, A V; Abrahamsohn, I A",Immunology,,,,document_parses/pdf_json/52d1c87f7efab1d1340615324e5313f22444cf44.json,document_parses/pmc_json/PMC2326758.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2326758/,,1
529,529,551,ajafw966,f9e25b3fb07c1338b5a21c36014e295ab14ca736,PMC,Multiplex cytokine profile from dengue patients: MIP-1beta and IFN-gamma as predictive factors for severity,10.1186/1471-2334-8-86,PMC2474613,18578883.0,cc-by,background dengue virus pathogenesis yet fully understood identification patient high risk developing severe disease form still great challenge dengue patient care present study evaluated prospectively potential cytokine present plasma patient dengue stratifying disease severity method seventeencytokine multiplex fluorescent microbead immunoassay used simultaneous detection dengue patient glm model using bimodal gaussian family determined order associate cytokine clinical manifestation laboratory diagnosis result ilβ ifnγ il il il il gmcsf significantly increased patient severe clinical manifestation severe dengue compared mild disease form mild dengue contrast increased mipβ level observed patient mild dengue mipβ also associated cdnk cell circulating rate ilβ il tnfα mcp associated marked thrombocytopenia increased mcp gmcsf level correlated hypotension moreover mipβ ifnγ independently associated dengue severity disease outcome conclusion data demonstrated use multiple cytokine assay platform suitable identifying distinct cytokine profile associated dengue clinical manifestation severity mipβ indicated first time good prognostic marker contrast ifnγ associated disease severity,2008-06-25,"Bozza, Fernando A; Cruz, Oswaldo G; Zagne, Sonia MO; Azeredo, Elzinandes L; Nogueira, Rita MR; Assis, Edson F; Bozza, Patricia T; Kubelka, Claire F",BMC Infect Dis,,,,document_parses/pdf_json/f9e25b3fb07c1338b5a21c36014e295ab14ca736.json,document_parses/pmc_json/PMC2474613.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2474613/,,1
561,561,584,hx77tpbt,9c33102dc55e225f5836f9cf9c9d5f5b918820d8,PMC,Key Role of Splenic Myeloid DCs in the IFN-αβ Response to Adenoviruses In Vivo,10.1371/journal.ppat.1000208,PMC2576454,19008951.0,cc-by,early systemic production interferon ifnαβ essential component antiviral host defense mechanism also thought contribute toxic side effect accompanying gene therapy adenoviral vector investigated ifnαβ response human adenovirus ad mouse comparing response normal myeloid mdc plasmacytoid pdcdepleted mouse measuring ifnαβ mrna expression different organ cell type show vivo ad elicit strong rapid ifnαβ production almost exclusively splenic mdcs using knockout mouse various strain ad wild type mutant uvinactivated map kinase inhibitor demonstrate adinduced ifnαβ response require tolllike receptor tlr known cytosolic sensor rna rigimda dna dai recognition interferon regulatory factor irf dependent viral endosomal escape signaling via map kinase sapkjnk irf furthermore show ad induce ifnαβ il vivo distinct pathway confirm ifnαβ positively regulates il response finally measuring tnfα response lp adinfected wild type ifnαβr−− mouse show ifnαβ key mediator adinduced hypersensitivity lp finding indicate like endosomal tlr signaling pdcs tlrindependent virus recognition splenic mdcs also produce robust early ifnαβ response responsible bulk ifnαβ production induced adenovirus vivo signaling requirement different known tlrdependent cytosolic ifnαβ induction mechanism suggest novel cytosolic viral induction pathway hypersensitivity component microbial flora invading pathogen may part explain toxic side effect adenoviral gene therapy contribute pathogenesis adenoviral disease,2008-11-14,"Fejer, György; Drechsel, Lisa; Liese, Jan; Schleicher, Ulrike; Ruzsics, Zsolt; Imelli, Nicola; Greber, Urs F.; Keck, Simone; Hildenbrand, Bernd; Krug, Anne; Bogdan, Christian; Freudenberg, Marina A.",PLoS Pathog,,,,document_parses/pdf_json/9c33102dc55e225f5836f9cf9c9d5f5b918820d8.json,document_parses/pmc_json/PMC2576454.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2576454/,,1
967,967,1021,9vnthmfn,93519ea3491afa75ff874eaafe93efe6006c975d,PMC,Dynamic variations in the peripheral blood lymphocyte subgroups of patients with 2009 pandemic H1N1 swine-origin influenza A virus infection,10.1186/1743-422x-8-215,PMC3104371,21569236.0,cc-by,background novel influenza hn acute respiratory infectious disease animal experiment indicated hn virus infected early host showed strong cd cd cdcd cell reaction aim study investigate dynamic fluctuation peripheral blood lymphocyte subgroup patient infected hn swineorigin influenza virus soiv method frequency cell b cell natural killer nk cell regulatory cell treg severe hn moderate hn patient detected different period flow cytometry parallel serum cytokine detected enzymelinked immunosorbent assay creactive protein crp analyzed imagetype automatic biochemical analyzer addition healthy volunteer infected hn virus selected control result frequency nk cell decreased case cd b cell increased severe case control onset frequency cd cdcd cell moderate case higher severe case serum cytokine specifically il il il il ifnγ exhibited significant change moderate severe case whole monitoring process early stage disease serum crp level severe moderate group significantly higher control group conclusion patient showed different lymphocyte subgroup distribution mild severe case might affect incidence development hn,2011-05-10,"Guo, Xichao; Chen, Yu; Li, Xuefen; Kong, Haishen; Yang, Shigui; Ye, Bo; Cui, Dawei; Wu, Wei; Li, Lanjuan",Virol J,,,,document_parses/pdf_json/93519ea3491afa75ff874eaafe93efe6006c975d.json,document_parses/pmc_json/PMC3104371.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3104371/,,1
1005,1005,1060,isw6jeir,f9572dc31ce0512cc966d43fbe693656af18a03c,PMC,Immunity Traits in Pigs: Substantial Genetic Variation and Limited Covariation,10.1371/journal.pone.0022717,PMC3146468,21829490.0,cc-by,background increasing robustness via improvement resistance pathogen major selection objective livestock breeding resistance trait difficult impossible measure directly potential indirect criterion measure immune trait underlying hypothesis level focus specific pathogen define individual immunocompetence thus predict response pathogen general since variation depends genetic environmental probably epigenetic factor aim estimate relative importance genetics report present large genetic survey innate adaptive pig family bred environment methodologyprincipal finding fifty four studied large white pig vaccinated mycoplasma hyopneumoniae analyzed combining principal component analysis pca genetic parameter estimation include specific non specific antibody seric inflammatory protein cell subset hemogram flow cytometry ex vivo production cytokine ifnα tnfα il il il ifnγ il il il phagocytosis lymphocyte proliferation six heritabilities weak significantly different zero moderate h≤ high h heritability value respectively phenotypic genetic correlation weak except trait mostly include cell subset pca revealed cluster innate adaptive conclusionssignificance result demonstrate variation many innate adaptive genetically controlled swine already reported smaller number trait laboratory limited redundancy trait also observed confirming high degree complementarity innate adaptive data provide genetic framework choosing included selection criterion multitrait selection programme aim improve production health trait,2011-07-29,"Flori, Laurence; Gao, Yu; Laloë, Denis; Lemonnier, Gaëtan; Leplat, Jean-Jacques; Teillaud, Angélique; Cossalter, Anne-Marie; Laffitte, Joëlle; Pinton, Philippe; de Vaureix, Christiane; Bouffaud, Marcel; Mercat, Marie-José; Lefèvre, François; Oswald, Isabelle P.; Bidanel, Jean-Pierre; Rogel-Gaillard, Claire",PLoS One,,,,document_parses/pdf_json/f9572dc31ce0512cc966d43fbe693656af18a03c.json,document_parses/pmc_json/PMC3146468.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3146468/,,1
