,Unnamed: 0,Unnamed: 0.1,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,cluster
5362,5362,5672,obdf7vm5,a7c77c519adabd63b8bd5ee8de506a97a735a2c5,PMC,Cytomegalovirus infection in a patient with atypical Kawasaki disease,10.1007/s00296-007-0440-4,PMC7079931,17717671.0,no-cc,kawasaki disease kd acute febrile multisystem vasculitis early childhood striking predilection coronary artery significant complication coronary artery abnormality including coronary aneurysm etiology kd remains unknown many infectious agent including virus postulated possible cause kd standard microbiologic technique molecular method serologic investigation failed identify etiologic agent described patient atypical kd cytomegalovirus infection,2007-08-24,"Usta Guc, Belgin; Cengiz, Nurcan; Yildirim, Selman Vefa; Uslu, Yasemin",Rheumatol Int,,,,document_parses/pdf_json/a7c77c519adabd63b8bd5ee8de506a97a735a2c5.json,document_parses/pmc_json/PMC7079931.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7079931/,,24
13205,13205,17366,kbsnbehy,dea7cbfd1a2e01b4f02666636e618fc4ce21d9cf,PMC,Vasculitides: F. Kawasaki’s Disease,10.1007/978-0-387-68566-3_56,PMC7122017,,no-cc,kawasaki ’ disease kd known mucocutaneous lymph node syndrome systemic inflammatory disorder occurring child accompanied vasculitis risk coronary artery aneurysm typical feature kd include spiking fever cervical lymphadenopathy conjunctivitis erythematous change lip oral cavity dryness cracking lip strawberry appearance tongue polymorphous rash eighty percent kd case occur child le year age attempt link kd definitively type infection particularly one associated superantigens thus far unsuccessful high dose aspirin intravenous immune globulin ivig cornerstone therapy kd ivig essential prevention coronary aneurysm ■ year kd occurred childhood year case myocardial infarction caused thrombosis coronary aneurysm reported,2008,"Myones, Barry L.",Primer on the Rheumatic Diseases,,,,document_parses/pdf_json/dea7cbfd1a2e01b4f02666636e618fc4ce21d9cf.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122017/,,24
16502,16502,24929,etoqbuij,,Medline,Very late thrombosis of flow-diverting constructs after the treatment of large fusiform posterior circulation aneurysms.,10.3174/ajnr.a2571,,21436336.0,unk,background purpose ped new endoluminal construct designed exclude aneurysm parent cerebrovasculature report late year thrombosis ped construct patient result two patient large fusiform basilar trunk aneurysm underwent parent artery reconstruction ped patient maintained dual antiplatelet therapy throughout first year following treatment followup conventional angiography performed month treatment demonstrated patient thrombosis aneurysm minimal residual flow construct aneurysm fundus response residual filling clopidogrel discontinued aspirin therapy maintained patient presented symptomatic acute occlusion ped construct within day clopidogrel discontinuation discussion patient presented constitutional symptom progressed severe headache without neurologic sign symptom occlusion ped construct confirmed conventional angiography mr imaging demonstrated evidence infarction parenchymal injury headache managed successfully steroid therapy patient presented syndrome acute basilar occlusion brain stem stroke complete occlusion confirmed angiography emergent thrombolysis mechanical revascularization performed successfully however patient ultimately succumbed infarction conclusion appears flowdiverting construct built across large circumferential aneurysm may remain thrombogenic much longer conventional intracranial peripheral bare metal stent construct patient may remain susceptible late thrombosis year implantation patient likely require longterm dual antiplatelet therapy year provide adequate prophylaxis thrombosis type aneurysm demonstrate persistent residual filling month ped reconstruction operator consider placement additional device alternative discontinuation antiplatelet medication,2011,"Klisch, J; Turk, A; Turner, R; Woo, H H; Fiorella, D",AJNR. American journal of neuroradiology,,,,,,https://doi.org/10.3174/ajnr.a2571; https://www.ncbi.nlm.nih.gov/pubmed/21436336/,17049507.0,24
16605,16605,25047,hzfyn4cx,,Medline,Size of ruptured intracranial aneurysms: a systematic review and meta-analysis.,10.1007/s00701-020-04291-z,,32215742.0,unk,background wide variation reported size ruptured intracranial aneurysm method size estimation widespread belief small aneurysm mm rupture therefore performed systematic review metaanalysis literature determine size ruptured aneurysm according aneurysm location method size estimation method searched pubmed cochrane cinahl embase database using combination medical subject heading mesh term included article reported mean aneurysm size consecutive series ruptured intracranial excluded study limited specific aneurysm location type randomeffects model used calculate overall mean size locationspecific mean size performed metaregression explain observed heterogeneity variation reported size result systematic review included study ruptured intracranial aneurysm overall mean aneurysm size mm confidence interval ci pooled mean size varied location overall mean size ruptured anterior circulation aneurysm mm ci residual overall mean size ruptured posterior circulation aneurysm mm ci residual metaregression identified aneurysm location definition size ie maximum dimension v aneurysm height significant determinant aneurysm size reported study conclusion mean size ruptured aneurysm study approximately mm general wisdom aneurysm size rupture incorrect location size definition significant determinant aneurysm size,2020-03-25,"Waqas, Muhammad; Chin, Felix; Rajabzadeh-Oghaz, Hamidreza; Gong, Andrew D; Rai, Hamid H; Mokin, Maxim; Vakharia, Kunal; Dossani, Rimal H; Meng, Hui; Snyder, Kenneth V; Davies, Jason M; Levy, Elad I; Siddiqui, Adnan H",Acta neurochirurgica,,,,,,https://doi.org/10.1007/s00701-020-04291-z; https://www.ncbi.nlm.nih.gov/pubmed/32215742/,214633687.0,24
16685,16685,25136,indagivd,,Medline,How Flow Reduction Influences the Intracranial Aneurysm Occlusion: A Prospective 4D Phase-Contrast MRI Study.,10.3174/ajnr.a6312,,31727755.0,unk,background purpose flowdiverter stent widely used treatment wideneck intracranial aneurysm various parameter may influence intracranial aneurysm thrombosis including flow reduction induced flowdiverter stent implantation assumed play leading role however actual impact remains unclear due lack detailed intraaneurysmal flow measurement study aimed clarify relationship quantitatively measuring intraaneurysmal flow using phasecontrast mr imaging material method acquired prospective pre poststent implantation phasecontrast mr imaging data consecutive series patient treated flowdiverter stent velocity field data combined intraprocedural angiogram vessel geometry precise intracranial aneurysm extraction partial volume correction intraaneurysmal hemodynamic modification compared occlusion outcome month result averaged velocity systole lower flowdiverter stent implantation patient ranged ± cm ± cm stent placement velocity reduction important group patient aneurysm thrombosis month decreased gradually month thrombosis thrombosis respectively p conclusion propose innovative approach measure intracranial flow change flowdiverter stent implantation identified trend flow reduction thrombosis outcome brings new insight current understanding flowdiversion treatment response,2019-11-14,"Brina, O; Bouillot, P; Reymond, P; Luthman, A S; Santarosa, C; Fahrat, M; Lovblad, K O; Machi, P; Delattre, B M A; Pereira, V M; Vargas, M I",AJNR. American journal of neuroradiology,,,,,,https://doi.org/10.3174/ajnr.a6312; https://www.ncbi.nlm.nih.gov/pubmed/31727755/,208035863.0,24
16712,16712,25166,95m32cfh,,Medline,Relationship of A1 segment hypoplasia to anterior communicating artery aneurysm morphology and risk factors for aneurysm formation.,10.3171/2016.7.jns16736,,27689465.0,unk,objective hypoplasia segment anterior cerebral artery frequently observed patient anterior communicating artery acoa aneurysm effect anatomical variant acoa aneurysm morphology well understood method digital subtraction angiography image reviewed patient presenting author institution either ruptured unruptured acoa aneurysm ratio width larger segment smaller segment calculated patient ratio greater categorized segment hypoplasia relationship segment hypoplasia patient aneurysm characteristic assessed result patient presented acoa aneurysm found hypoplastic patient segment hypoplasia le likely history smoking v p acoa aneurysm occurring setting hypoplastic also found larger maximum diameter mean v mm p considered continuous variable increasing ratio associated decreasing aneurysm dometoneck ratio p significant difference prevalence segment hypoplasia ruptured unruptured aneurysm v p conclusion result suggest hypoplastic may affect morphology acoa aneurysm addition relative lack traditional risk factor aneurysm formation patient segment hypoplasia argues importance hemodynamic factor formation acoa aneurysm anatomical setting,2017,"Rinaldo, Lorenzo; McCutcheon, Brandon A; Murphy, Meghan E; Bydon, Mohamad; Rabinstein, Alejandro A; Lanzino, Giuseppe",Journal of neurosurgery,,,,,,https://doi.org/10.3171/2016.7.jns16736; https://www.ncbi.nlm.nih.gov/pubmed/27689465/,10896185.0,24
16729,16729,25187,sf17g8nl,,Medline,Endothelial nitric oxide synthase and superoxide mediate hemodynamic initiation of intracranial aneurysms.,10.1371/journal.pone.0101721,,24992254.0,unk,background hemodynamic insult arterial bifurcation believed play critical role initiating intracranial aneurysm recent study rabbit model indicate aneurysmal damage initiate specific wall shear stress condition smooth muscle cell smcs become proinflammatory produce matrix metalloproteinases mmps mechanism leading smc activation mmp production hemodynamic aneurysm initiation unknown goal determine nitric oxide andor superoxide induce smc change mmp production aneurysmal remodeling following hemodynamic insult method bilateral common carotid artery ligation performed rabbit n plus sham operation induce aneurysmal damage basilar terminus ligated animal treated nitric oxide synthase no inhibitor lname n superoxide scavenger tempol n compared untreated animal n aneurysm development assessed histologically day ligation change no isoforms peroxynitrite reactive oxygen specie ro mmp mmp smooth muscle αactin analyzed immunohistochemistry result lname attenuated ligationinduced iel loss medium thinning bulge formation untreated animal immunofluorescence showed increased endothelial no enos ligation change inducible neuronal no furthermore aneurysm initiation ro increased medium intima change peroxynitrite lnametreated animal ro production change together suggests enos important aneurysm initiation producing superoxide tempol treatment reduced aneurysm development indicating increased medial superoxide also necessary aneurysm initiation lname tempol treatment ligated animal restored αactin decreased mmps suggesting enos superoxide lead smc dedifferentiation mmp production conclusion aneurysminducing hemodynamics lead increased enos superoxide affect smc phenotype increasing mmp production aneurysmal damage,2014,"Liaw, Nicholas; Fox, Jennifer M Dolan; Siddiqui, Adnan H; Meng, Hui; Kolega, John",PloS one,,,,,,https://doi.org/10.1371/journal.pone.0101721; https://www.ncbi.nlm.nih.gov/pubmed/24992254/,5689130.0,24
16764,16764,25224,p9ixi69k,,Medline,Endovascular treatment of posterior inferior cerebellar artery aneurysms: a 7-year single-center experience.,10.1136/neurintsurg-2016-012489,,27330142.0,unk,aim report experience endovascular treatment posterior inferior cerebellar artery pica aneurysm method january december patient pica aneurysm treated endovascular embolization institution twentyeight patient saccular aneurysm patient fusiformdissecting aneurysm endovascular modality selective occlusion aneurysm without stent assistance n occlusion aneurysm parent artery n occlusion aneurysm including vertebral artery pica origin n specifically selective embolization performed aneurysm proximal telovelotonsillary segment result immediate angiographic result included complete occlusion nearly complete occlusion incomplete occlusion mean followup month aneurysm showed stable result thromoboses recurrence final result included complete occlusion incomplete occlusion overall proceduralrelated complication including infarction intraprocedural rupture procedurerelated morbidity morbidity respectively clinical outcome excellent glasgow outcome scale patient longterm followup conclusion pica aneurysm may effectively treated different endovascular approach favorable clinical radiologic outcome study required compare safety efficacy endovascular treatment open surgery,2017,"Xu, Feng; Hong, Yong; Zheng, Yongtao; Xu, Qiang; Leng, Bing",Journal of neurointerventional surgery,,,,,,https://doi.org/10.1136/neurintsurg-2016-012489; https://www.ncbi.nlm.nih.gov/pubmed/27330142/,10426233.0,24
16820,16820,25288,ybw0rsg9,,Medline,Aneurysm pressure measurement before and after placement of a Pipeline stent: feasibility study using a 0.014 inch pressure wire for coronary intervention.,10.1136/neurintsurg-2014-011214,,24871764.0,unk,flowdiverting stent provided new endovascular capacity reconstruct intracranial aneurysm diseased parent artery result firstgeneration flow diversion stent encouraging even large giant treated aneurysm achieving complete angiographic occlusion month followup numerous clinical report described slow progressive thrombosis pattern gradual increase rate complete aneurysm obliteration time despite promising early result complication specific flowdiverting stent encountered chief among delayed aneurysm rupture complication emerge stentassisted coil embolization intracranial aneurysm underlying cause established however new evidence suggests persistent even increased aneurysm pressure stent placement may play role delayed rupture sought evaluate phenomenon measuring intrasaccular pressure stent placement using two different inch coronary pressure measurement wire two patient giant internal carotid artery aneurysm treated flowdiverting stent evaluated stent deployment intrasaccular aneurysm systemic arterial pressure recorded compared case intrasaccular pressure measurement use inch pressure wire system feasible pressure wire could pushed microcatheter placed aneurysm without friction unexpected microcatheter motion despite successful flowdiverting stent deployment angiographic flow diversion effect excellent wall opposition across aneurysm neck significant difference intrasaccular systemic pressure,2016,"Tateshima, Satoshi; Jones, Jesse G; Mayor Basto, Fernando; Vinuela, Fernando; Duckwiler, Gary R",Journal of neurointerventional surgery,,,,,,https://doi.org/10.1136/neurintsurg-2014-011214; https://www.ncbi.nlm.nih.gov/pubmed/24871764/,3389361.0,24
16821,16821,25289,p05pqt5e,,Medline,Endovascular embolization is applicable for large and giant intracranial aneurysms: experience in one center with long-term angiographic follow-up.,10.1177/0284185113520312,,24518686.0,unk,background endovascular treatment large giant intracranial aneurysm longterm result angiographic followup aneurysm treated endovascularly known currently purpose investigate outcome endovascular treatment large giant aneurysm longterm angiographic followup result material method retrospective analysis patient endovascular treatment large giant aneurysm performed large giant aneurysm treated coiling alone stentassisted coiling coveredstent deployment parent artery occlusion pao patient femalemale age range year mean age year result immediately initial endovascular embolization procedure complete occlusion achieved near complete occlusion incomplete occlusion total periprocedural complication rate excluding subarachnoid hemorrhage sahinduced vasospasm mortality rate followup angiography performed aneurysm longest followup duration month among aneurysm initially treated coiling alone initially treated stentassisted coiling four recurred respectively followup recurrence occurred aneurysm initially treated coveredstent deployment pao aneurysm recurrence predominantly seen older female patient larger aneurysm aneurysm treated coiling alone twentythree aneurysm successfully retreated endovascularly conclusion endovascular intervention coiling alone stentassisted coiling large giant cerebral aneurysm effective covered stent promising better endovascular device needed obtain secure closure,2015,"Wang, Bing; Gao, Bu-Lang; Xu, Guo-Ping; Xiang, Cheng; Liu, Xiao-Sheng",Acta radiologica,,,,,,https://doi.org/10.1177/0284185113520312; https://www.ncbi.nlm.nih.gov/pubmed/24518686/,22940436.0,24
