,Unnamed: 0,Unnamed: 0.1,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,cluster
167,167,173,vv03koi8,e97ccc39b73b40f090df148361e6326f0a5798b6,PMC,Proinflammatory cytokine responses induced by influenza A (H5N1) viruses in primary human alveolar and bronchial epithelial cells,10.1186/1465-9921-6-135,PMC1318487,16283933.0,cc-by,background fatal human respiratory disease associated influenza subtype hn documented hong kong recently vietnam thailand cambodia previously demonstrated patient hn disease unusually high serum level ip interferongammainducible protein furthermore compared human influenza virus subtype hn hn virus ahong kong hn potent inducer proinflammatory cytokine eg tumor necrosis factora chemokines eg ip primary human macrophage vitro suggests cytokine dysregulation may play role pathogenesis hn disease since respiratory epithelial cell primary target cell replication influenza virus pertinent investigate cytokine induction profile hn virus cell method used quantitative rtpcr elisa compare profile cytokine chemokine gene expression induced hn virus ahk hn avietnam avietnam hn human hn virus human primary alveolar bronchial epithelial cell vitro result demonstrated comparison human hn virus hn hn virus potent inducer ip interferon beta rantes regulated activation normal cell expressed secreted interleukin il primary human alveolar bronchial epithelial cell vitro recent hn virus vietnam hn appeared even potent inducing ip hn virus conclusion hn hn subtype influenza virus potent inducer proinflammatory cytokine chemokines primary human respiratory epithelial cell subtype hn virus suggest hyperinduction cytokine may relevant pathogenesis human hn disease,2005-11-11,"Chan, MCW; Cheung, CY; Chui, WH; Tsao, SW; Nicholls, JM; Chan, YO; Chan, RWY; Long, HT; Poon, LLM; Guan, Y; Peiris, JSM",Respir Res,,,,document_parses/pdf_json/e97ccc39b73b40f090df148361e6326f0a5798b6.json,document_parses/pmc_json/PMC1318487.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1318487/,,20
187,187,194,vip4jtlv,dca1ffcfcd6a2b7c8495e77c438d6b91d065bbf5,PMC,Specific detection of H5N1 avian influenza A virus in field specimens by a one-step RT-PCR assay,10.1186/1471-2334-6-40,PMC1421410,16512903.0,cc-by,background continuous outbreak highly pathogenic hn avian influenza asia resulted urgent effort improve current diagnostics aid containment virus lower threat influenza pandemic report development pcrbased assay highly specific hn avian influenza virus method onestep reversetranscription pcr assay developed detect hn avian influenza virus specificity assay shown testing subtypes influenza virus viral bacterial pathogen field sample result validation field specimen vietnam malaysia showed assay specific without cross reactivity number infuenza strain well human respiratory related pathogen detection allantoic fluid hn positive sample suggesting reliable sampling source accurate detection conclusion assay developed study indicates primer specific hn influenza virus shown field tested result assay would highly useful diagnostic tool help identify control influenza epidemic,2006-03-02,"Ng, Lisa FP; Barr, Ian; Nguyen, Tung; Noor, Suriani Mohd; Tan, Rosemary Sok-Pin; Agathe, Lora V; Gupta, Sanjay; Khalil, Hassuzana; To, Thanh Long; Hassan, Sharifah Syed; Ren, Ee-Chee",BMC Infect Dis,,,,document_parses/pdf_json/dca1ffcfcd6a2b7c8495e77c438d6b91d065bbf5.json,document_parses/pmc_json/PMC1421410.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1421410/,,20
195,195,202,kzhj0efp,4691c6219bc10483f3291813a98d4145c1876827,PMC,Delaying the International Spread of Pandemic Influenza,10.1371/journal.pmed.0030212,PMC1450020,16640458.0,cc-by,background recent emergence hypervirulent subtypes avian influenza underlined potentially devastating effect pandemic influenza virus acquire ability spread efficiently human control would almost certainly hampered limited vaccine supply unless global spread could substantially delayed moreover large increase occurred international air travel might expected lead rapid global dissemination previous pandemic method finding evaluate potential local control measure travel restriction impede global dissemination developed stochastic model international spread influenza based extension coupled epidemic transmission model model shown capable accurately forecasting local global spread epidemic pandemic influenza show scenario restriction air travel likely surprisingly little value delaying epidemic unless almost travel cease soon epidemic detected conclusion intervention reduce local transmission influenza likely effective reducing rate global spread le vulnerable implementation delay air travel restriction nevertheless plausible scenario achievable delay small compared time needed accumulate substantial vaccine stock,2006-05-02,"Cooper, Ben S; Pitman, Richard J; Edmunds, W. John; Gay, Nigel J",PLoS Med,,,,document_parses/pdf_json/4691c6219bc10483f3291813a98d4145c1876827.json,document_parses/pmc_json/PMC1450020.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1450020/,,20
209,209,216,gvfz6qio,be57ba746b8fec268025df6afc68536fbd0188d8,PMC,In vitro inhibition of human influenza A virus replication by chloroquine,10.1186/1743-422x-3-39,PMC1481635,16729896.0,cc-by,chloroquine aminoquinolone wellknown antimalarial effect biochemical property could applied inhibit viral replication report chloroquine able inhibit influenza virus replication vitro ic chloroquine influenza virus hn hn lower plasma concentration reached treatment acute malaria potential chloroquine added limited range antiinfluenza drug explored particularly since antiviral drug play vital role influenza pandemic preparedness,2006-05-29,"Ooi, Eng Eong; Chew, Janet Seok Wei; Loh, Jin Phang; Chua, Robert CS",Virol J,,,,document_parses/pdf_json/be57ba746b8fec268025df6afc68536fbd0188d8.json,document_parses/pmc_json/PMC1481635.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1481635/,,20
262,262,277,24fkaqlz,381f1d10b47e89d45a1008b53292c66c034b6960,PMC,Empirical Evidence for the Effect of Airline Travel on Inter-Regional Influenza Spread in the United States,10.1371/journal.pmed.0030401,PMC1564183,16968115.0,cc-by,background influence air travel influenza spread subject numerous investigation using simulation little empirical evidence provided understanding role airline travel largescale influenza spread especially important given mounting threat influenza pandemic several recent simulation study concluded air travel restriction may significant impact course pandemic ass empirical data role airline volume yearly interregional spread influenza united state method finding measured rate interregional spread timing influenza united state nine season using weekly influenza pneumonia mortality center disease control prevention seasonality characterized bandpass filtering found domestic airline travel volume november mostly surrounding thanksgiving holiday predicts rate influenza spread r p also found international airline travel influence timing influenza mortality r p flight ban u terrorist attack september subsequent depression air travel market provided natural experiment evaluation flight restriction decrease air travel associated delayed prolonged influenza season conclusion provide first empirical evidence role airline travel longrange dissemination influenza result suggest important influence international air travel timing influenza introduction well influence domestic air travel rate interregional influenza spread u pandemic preparedness strategy account possible benefit airline travel restriction influenza spread,2006-09-12,"Brownstein, John S; Wolfe, Cecily J; Mandl, Kenneth D",PLoS Med,,,,document_parses/pdf_json/381f1d10b47e89d45a1008b53292c66c034b6960.json,document_parses/pmc_json/PMC1564183.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1564183/,,20
294,294,311,5fl0rk90,12de3563e18c3c6c5943fa8216e0eea970a590cd,PMC,Pandemic influenza preparedness: an ethical framework to guide decision-making,10.1186/1472-6939-7-12,PMC1698926,17144926.0,cc-by,background planning next pandemic influenza outbreak underway hospital across world global sars experience taught u ethical framework guide decisionmaking may help reduce collateral damage increase trust solidarity within health care organisation good pandemic planning requires reflection value science alone tell u prepare public health crisis discussion paper present ethical framework pandemic influenza planning ethical framework developed expertise clinical organisational public health ethic validated stakeholder engagement process ethical framework includes substantive procedural element ethical pandemic influenza planning incorporation ethic pandemic planning helped senior hospital administrator sponsoring use stakeholder vet framework designing identifying decision review process discus merit limit applied ethical framework hospital decisionmaking well robustness framework summary need reflection ethical issue raised spectre pandemic influenza outbreak great effort address normative aspect pandemic planning hospital generated interest hospital governmental sector framework require reevaluation refinement hope paper generate feedback make even robust,2006-12-04,"Thompson, Alison K; Faith, Karen; Gibson, Jennifer L; Upshur, Ross EG",BMC Med Ethics,,,,document_parses/pdf_json/12de3563e18c3c6c5943fa8216e0eea970a590cd.json,document_parses/pmc_json/PMC1698926.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1698926/,,20
309,309,326,meej5l9t,b8e80e078c91d674918e69168da4085a9e176053,PMC,Influenza pandemic and professional duty: family or patients first? A survey of hospital employees,10.1186/1471-2458-6-311,PMC1764890,17192198.0,cc-by,background conflict professional duty fear influenza transmission family member may arise among health care professional hcp method surveyed employee university hospital regarding ethical issue arising management influenza pandemic result respondent agreed would professionally acceptable hcp abandon workplace pandemic order protect family disagreed statement opinion higher rate disagreement among physician nurse compared administrator respondent believe decision report work pandemic left individual hcp disagreed statement hcp permanently dismissed reporting work pandemic respondent agreed hcw without child primarily care influenza patient conclusion result suggest modest majority hcp minority hospital administrator recognises obligation treat patient despite potential risk professional ethical guideline allowing balancing need society personal risk needed help hcp fulfil duty case pandemic influenza,2006-12-28,"Ehrenstein, Boris P; Hanses, Frank; Salzberger, Bernd",BMC Public Health,,,,document_parses/pdf_json/b8e80e078c91d674918e69168da4085a9e176053.json,document_parses/pmc_json/PMC1764890.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1764890/,,20
351,351,371,hf3nytb2,f3f471d10a36a7a28e9050c10bd4dfd680cba17b,PMC,The influenza pandemic preparedness planning tool InfluSim,10.1186/1471-2334-7-17,PMC1832202,17355639.0,cc-by,background planning public health response pandemic influenza relies predictive model impact different intervention strategy evaluated research date rather focused producing prediction certain locality specific condition designing publicly available planning tool applied public health administration provide tool reproducible explicitly formulated structure designed operate optimal combination competing requirement precision realism generality result influsim deterministic compartment model based system differential equation extend classic seir model clinical demographic parameter relevant pandemic preparedness planning allows producing time course cumulative number influenza case outpatient visit applied antiviral treatment dos hospitalization death work day lost due sickness may associated economic aspect software programmed java operates platform independent executed regular desktop computer conclusion influsim online available software efficiently assist public health planner designing optimal intervention pandemic influenza reproduce infection dynamic pandemic influenza like complex computer simulation offering time reproducibility higher computational performance better operability,2007-03-13,"Eichner, Martin; Schwehm, Markus; Duerr, Hans-Peter; Brockmann, Stefan O",BMC Infect Dis,,,,document_parses/pdf_json/f3f471d10a36a7a28e9050c10bd4dfd680cba17b.json,document_parses/pmc_json/PMC1832202.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1832202/,,20
371,371,391,63bos83o,435baf47b4f78fc06a8376f451993059407d2972,PMC,Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry,10.1371/journal.pone.0000489,PMC1876795,17534439.0,cc0,background effective influenza surveillance requires new method capable rapid inexpensive genomic analysis evolving viral specie pandemic preparedness understand evolution circulating viral specie vaccine strain selection developed one approach based previously described broadrange reverse transcription pcrelectrospray ionization mass spectrometry rtpcresims technology method principal finding analysis base composition rtpcr amplicons influenza core gene segment pb pb pa n np used provide subspecies identification infer influenza virus h n subtypes using approach detected correctly identified mammalian avian influenza isolates representing different h n type including avian hn isolates direct analysis human clinical respiratory specimen collected sevenyear period – showed correct identification viral specie subtypes sensitivity specificity base composition derived cluster inferred analysis showed concordance previously established clade ongoing surveillance sample recent influenza virus season – showed evidence emergence establishment new genotype circulating hn strain worldwide mixed viral quasispecies found approximately recent sample providing view viral evolution conclusionsignificance thus rapid rtpcresims analysis used simultaneously identify specie influenza virus cladelevel resolution identify mixed viral population monitor global spread emergence novel viral genotype highthroughput method promise become integral component influenza surveillance,2007-05-30,"Sampath, Rangarajan; Russell, Kevin L.; Massire, Christian; Eshoo, Mark W.; Harpin, Vanessa; Blyn, Lawrence B.; Melton, Rachael; Ivy, Cristina; Pennella, Thuy; Li, Feng; Levene, Harold; Hall, Thomas A.; Libby, Brian; Fan, Nancy; Walcott, Demetrius J.; Ranken, Raymond; Pear, Michael; Schink, Amy; Gutierrez, Jose; Drader, Jared; Moore, David; Metzgar, David; Addington, Lynda; Rothman, Richard; Gaydos, Charlotte A.; Yang, Samuel; St. George, Kirsten; Fuschino, Meghan E.; Dean, Amy B.; Stallknecht, David E.; Goekjian, Ginger; Yingst, Samuel; Monteville, Marshall; Saad, Magdi D.; Whitehouse, Chris A.; Baldwin, Carson; Rudnick, Karl H.; Hofstadler, Steven A.; Lemon, Stanley M.; Ecker, David J.",PLoS One,,,,document_parses/pdf_json/435baf47b4f78fc06a8376f451993059407d2972.json,document_parses/pmc_json/PMC1876795.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1876795/,,20
373,373,393,wcm3a6ro,8275311de465e4fdbb25ebddf76302cd4603c36c,PMC,Transparent Development of the WHO Rapid Advice Guidelines,10.1371/journal.pmed.0040119,PMC1877972,17535099.0,cc0,emerging health problem require rapid advice describe development pilot testing systematic transparent approach used world health organization develop rapid advice guideline response request member state confronted uncertainty pharmacological management avian influenza hn virus infection first searched systematic review randomized trial treatment prevention seasonal influenza nontrial evidence hn infection including case report animal vitro study panel clinical expert clinician experience treating patient hn influenza researcher methodologists convened twoday meeting panel member reviewed evidence prior meeting agreed process took one month put together team prepare evidence profile ie summary evidence important clinical policy question took team five week prepare revise evidence profile prepare draft guideline prior panel meeting draft manuscript publication prepared within day following panel meeting strength process include transparency short amount time used prepare guideline process could improved shortening time required commission evidence profile development needed facilitate stakeholder involvement evaluate ensure guideline usefulness,2007-05-29,"Schünemann, Holger J; Hill, Suzanne R; Kakad, Meetali; Vist, Gunn E; Bellamy, Richard; Stockman, Lauren; Wisløff, Torbjørn Fosen; Mar, Chris Del; Hayden, Frederick; Uyeki, Timothy M; Farrar, Jeremy; Yazdanpanah, Yazdan; Zucker, Howard; Beigel, John; Chotpitayasunondh, Tawee; Hien, Tran Tinh; Özbay, Bülent; Sugaya, Norio; Oxman, Andrew D",PLoS Med,,,,document_parses/pdf_json/8275311de465e4fdbb25ebddf76302cd4603c36c.json,document_parses/pmc_json/PMC1877972.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1877972/,,20
