,Unnamed: 0,Unnamed: 0.1,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,cluster
18,18,18,fy4w7xz8,0104f6ceccf92ae8567a0102f89cbb976969a774,PMC,Association of HLA class I with severe acute respiratory syndrome coronavirus infection,10.1186/1471-2350-4-9,PMC212558,12969506.0,no-cc,background human leukocyte antigen hla system widely used strategy search etiology infectious disease autoimmune disorder taiwan epidemic severe acute respiratory syndrome sars many health care worker infected effort establish screening program high risk personal distribution hla class ii allele case control group examined presence association genetic susceptibly resistance sars coronavirus infection method hlaclass ii allele typing pcrssop performed case probable sars fever patient excluded later probable sars noninfected health care worker exposed possibly exposed sars coronavirus additional control set normal healthy unrelated taiwanese also used analysis result woolf haldane odds ratio corrected pvalue pc obtained two tail fisher exact test used show susceptibility hla class class ii allele coronavirus infection first analyzing infected sars patient high risk health care worker group hlab p pc n hlab p pc n appeared probable element may favoring sars coronavirus infection selecting severe case patient group infected probable sars patient group comparing high risk health care worker group severity sars shown significantly associated hlab p pc conclusion densely populated region genetically related southern asian population appear affected spreading sars infection recently probable sars patient reported among taiwan indigenous people genetically distinct taiwanese general population hlab high frequency hlab increase hlab allele frequency observed probable sars infected patient group significant increase allele seen severe case patient group result appeared indicate association hlab severity sars infection asian population independent study needed test result,2003-09-12,"Lin, Marie; Tseng, Hsiang-Kuang; Trejaut, Jean A; Lee, Hui-Lin; Loo, Jun-Hun; Chu, Chen-Chung; Chen, Pei-Jan; Su, Ying-Wen; Lim, Ken Hong; Tsai, Zen-Uong; Lin, Ruey-Yi; Lin, Ruey-Shiung; Huang, Chun-Hsiung",BMC Med Genet,,,,document_parses/pdf_json/0104f6ceccf92ae8567a0102f89cbb976969a774.json,document_parses/pmc_json/PMC212558.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC212558/,,5
20,20,20,0qaoam29,5b68a553a7cbbea13472721cd1ad617d42b40c26,PMC,A double epidemic model for the SARS propagation,10.1186/1471-2334-3-19,PMC222908,12964944.0,no-cc,background epidemic severe acute respiratory syndrome sars caused new coronavirus spread guangdong province rest china world puzzling contagion behavior important predicting future present outbreak implementing effective prophylactic measure identify cause behavior result report show first standard susceptibleinfectedremoved sir model account pattern observed various region disease spread develop model involving two superimposed epidemic study recent spread sars hong kong region explore situation epidemic may caused either virus one several mutant changed tropism two unrelated virus important consequence future innocuous epidemic might still generate time time variant would property similar sars conclusion find order reconcile existing data spread disease convenient suggest first milder outbreak protected sars region seen first epidemic affected simultaneously sars suffered much high percentage person affected also find region data appear inconsistent suggesting incomplete reflect appropriate identification sars patient finally could within framework model fix limit future development epidemic allowing u identify landmark may useful set monitoring system follow evolution epidemic model also suggests might exist sars precursor large reservoir prompting implementation precautionary measure weather cool,2003-09-10,"Ng, Tuen Wai; Turinici, Gabriel; Danchin, Antoine",BMC Infect Dis,,,,document_parses/pdf_json/5b68a553a7cbbea13472721cd1ad617d42b40c26.json,document_parses/pmc_json/PMC222908.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC222908/,,5
25,25,25,1ul8owic,75ebad1e8641e5fe2a51214f4d97742ab59a8dae,PMC,Air pollution and case fatality of SARS in the People's Republic of China: an ecologic study,10.1186/1476-069x-2-15,PMC293432,14629774.0,no-cc,background severe acute respiratory syndrome sars claimed life probable case reported mainland china since november sars case fatality varied across geographical area might partially explained air pollution level method publicly accessible data sars morbidity mortality utilized data analysis air pollution evaluated air pollution index api derived concentration particulate matter sulfur dioxide nitrogen dioxide carbon monoxide groundlevel ozone ecologic analysis conducted explore association correlation air pollution sars case fatality via model fitting partially ecologic study performed ass effect longterm shortterm exposure risk dying sars result ecologic analysis conducted among region sars case showed case fatality rate increased increment api case fatality api partially ecologic study based shortterm exposure demonstrated sars patient region moderate apis increased risk dying sars compared region low apis rr ci – similarly sars patient region high apis twice likely die sars compared region low apis rr ci – partially ecologic analysis based longterm exposure ambient air pollution showed similar association conclusion study demonstrated positive association air pollution sars case fatality chinese population utilizing publicly accessible data sars statistic air pollution index although ecologic fallacy uncontrolled confounding effect might biased result possibility detrimental effect air pollution prognosis sars patient deserves investigation,2003-11-20,"Cui, Yan; Zhang, Zuo-Feng; Froines, John; Zhao, Jinkou; Wang, Hua; Yu, Shun-Zhang; Detels, Roger",Environ Health,,,,document_parses/pdf_json/75ebad1e8641e5fe2a51214f4d97742ab59a8dae.json,document_parses/pmc_json/PMC293432.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC293432/,,5
26,26,26,5s6acr7m,6c0dee643345c93436cfa8d58270aa887ad92e3d,PMC,The Virus That Changed My World,10.1371/journal.pbio.0000066,PMC300679,14691538.0,no-cc,personal account young virologist working singapore height sars pandemic,2003-12-22,"Poh Ng, Lisa Fong",PLoS Biol,,,,document_parses/pdf_json/6c0dee643345c93436cfa8d58270aa887ad92e3d.json,document_parses/pmc_json/PMC300679.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC300679/,,5
32,32,33,kuybfc1y,d81ae79ebc6462fd3de075e220992f1aae1f06ae,PMC,Descriptive review of geographic mapping of severe acute respiratory syndrome (SARS) on the Internet,10.1186/1476-072x-3-2,PMC343293,14748926.0,no-cc,geographic mapping different scale locationbased alerting service geoinformatics play important role study control global outbreak like severe acute respiratory syndrome sars paper review several geographic mapping effort sars internet employ variety technique like choropleth rendering graduated circle graduated pie chart buffering overlay analysis animation aim mapping service educate public especially traveller potentially atrisk area assist public health authority analysing spatial temporal trend pattern sars assessingrevising current control measure,2004-01-28,"Boulos, Maged N Kamel",Int J Health Geogr,,,,document_parses/pdf_json/d81ae79ebc6462fd3de075e220992f1aae1f06ae.json,document_parses/pmc_json/PMC343293.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC343293/,,5
42,42,45,8zwsi4nk,e3af2ca43010f59c3d1bb731abd011e3dd0fc51c,PMC,Date of origin of the SARS coronavirus strains,10.1186/1471-2334-4-3,PMC516801,15028113.0,no-cc,background new respiratory infectious epidemic severe acute respiratory syndrome sars broke spread throughout world putative pathogen sars identified new coronavirus single positivestrand rna virus rna virus commonly high rate genetic mutation therefore important know mutation rate sars coronavirus spread population moreover finding date last common ancestor sars coronavirus strain would useful understanding circumstance surrounding emergence sars pandemic rate sars coronavirus diverge method propose mathematical model estimate evolution rate sars coronavirus genome time last common ancestor sequenced sars strain common assumption justifiable simplification simple equation incorporating evolution rate k time last common ancestor strain deduced implemented least square method estimate k dataset sequence corresponding time monte carlo stimulation employed discus result result based strain accurate date host death estimated time last common ancestor august september evolution rate baseday sars coronavirus would average change base every seven day validated method dividing strain two group coincided result comparative genomics conclusion applied method simple implement avoid difficulty subjectivity choosing root phylogenetic tree based strain accurate date host death estimated time last common ancestor coincident epidemic investigation evolution rate range reported hiv virus,2004-02-06,"Lu, Hongchao; Zhao, Yi; Zhang, Jingfen; Wang, Yuelan; Li, Wei; Zhu, Xiaopeng; Sun, Shiwei; Xu, Jingyi; Ling, Lunjiang; Cai, Lun; Bu, Dongbo; Chen, Runsheng",BMC Infect Dis,,,,document_parses/pdf_json/e3af2ca43010f59c3d1bb731abd011e3dd0fc51c.json,document_parses/pmc_json/PMC516801.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC516801/,,5
56,56,59,xvi5miqw,a945fe15ef46edadf3f4712668dfc7ee8e5c821d,PMC,SARS and hospital priority setting: a qualitative case study and evaluation,10.1186/1472-6963-4-36,PMC544195,15606924.0,cc-by,background priority setting one difficult issue facing hospital funding restriction changing patient need deadly communicable disease outbreak severe acute respiratory syndrome sars toronto amplifies difficulty hospital priority setting purpose study describe evaluate priority setting hospital response sars using ethical framework accountability reasonableness method study conducted large tertiary hospital toronto canada two data source key document eg email bulletin interview key informant analysis used modified thematic technique three phase open coding axial coding evaluation result participant described type priority setting decision decision making process reasoning used although hospital leadership made effort meet condition accountability reasonableness acknowledged decision making ideal described good practice opportunity improvement conclusion accountability reasonableness framework used guide fair priority setting health care organization hospital midst crisis sars guidance incomplete consequence uncertain information constantly changing hourbyhour decision involve life death fairness important rather le,2004-12-19,"Bell, Jennifer AH; Hyland, Sylvia; DePellegrin, Tania; Upshur, Ross EG; Bernstein, Mark; Martin, Douglas K",BMC Health Serv Res,,,,document_parses/pdf_json/a945fe15ef46edadf3f4712668dfc7ee8e5c821d.json,document_parses/pmc_json/PMC544195.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC544195/,,5
66,66,69,ic4d9dhk,72ace5af731fdf4c384e912b074193d13902b7a1,PMC,Expression profile of immune response genes in patients with Severe Acute Respiratory Syndrome,10.1186/1471-2172-6-2,PMC546205,15655079.0,cc-by,background severe acute respiratory syndrome sars emerged later february new epidemic form lifethreatening infection caused novel coronavirus however immunepathogenesis sars poorly understood understand host response pathogen investigated gene expression profile peripheral blood mononuclear cell pbmcs derived sars patient compared healthy control result number differentially expressed gene found stringent filtering criterion microarray data analysis several gene highly upregulated patient sars gene coding lactoferrin sa lipocalin realtime pcr method verified result gene array analysis showed gene upregulated determined microarray analysis also found comparatively upregulated realtime pcr analysis conclusion differential gene expression profiling pbmcs patient sars strongly suggests response sars affected patient seems mainly innate inflammatory response rather specific immune response viral infection observed complete lack cytokine gene usually triggered viral infection study show first time immune system responds sars infection open new possibility designing new diagnostics treatment new lifethreatening disease,2005-01-18,"Reghunathan, Renji; Jayapal, Manikandan; Hsu, Li-Yang; Chng, Hiok-Hee; Tai, Dessmon; Leung, Bernard P; Melendez, Alirio J",BMC Immunol,,,,document_parses/pdf_json/72ace5af731fdf4c384e912b074193d13902b7a1.json,document_parses/pmc_json/PMC546205.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC546205/,,5
67,67,70,jh9e85c0,d16e1bd4c6cae1bb55dbc695c5e2ba5105a13921,PMC,Molecular mechanisms of severe acute respiratory syndrome (SARS),10.1186/1465-9921-6-8,PMC548145,15661082.0,cc-by,severe acute respiratory syndrome sars new infectious disease caused novel coronavirus lead deleterious pulmonary pathological feature due high morbidity mortality widespread occurrence sars evolved important respiratory disease may encountered everywhere world virus identified causative agent sars due effort wholed laboratory network potential mutability sarscov genome may lead new sars outbreak several region viral genome open reading frame identified may contribute severe virulence virus regard pathogenesis sars several mechanism involving direct effect target cell indirect effect via immune system may exist vaccination would offer attractive approach prevent new epidemic sars development vaccine difficult due missing data role immune systemvirus interaction potential mutability virus even situation new infection sars remains major health hazard new epidemic may arise therefore experimental clinical research required control disease,2005-01-20,"Groneberg, David A; Hilgenfeld, Rolf; Zabel, Peter",Respir Res,,,,document_parses/pdf_json/d16e1bd4c6cae1bb55dbc695c5e2ba5105a13921.json,document_parses/pmc_json/PMC548145.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC548145/,,5
83,83,86,i4pmux28,f1548a1bcf0d81c278b46d24408dc7e63d9ce09d,PMC,Why can't I visit? The ethics of visitation restrictions – lessons learned from SARS,10.1186/cc2930,PMC1065028,15469583.0,no-cc,patient want need expect relative able visit inpatient admission accompany ambulatory visit sudden outbreak severe acute respiratory syndrome sars similar contagious pathogen restrict number people entering hospital ethical value underlie visitor restriction discussed,2004-08-31,"Rogers, Sharon",Crit Care,,,,document_parses/pdf_json/f1548a1bcf0d81c278b46d24408dc7e63d9ce09d.json,document_parses/pmc_json/PMC1065028.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1065028/,,5
