,Unnamed: 0,Unnamed: 0.1,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,cluster
5,5,5,zjufx4fo,b2897e1277f56641193a6db73825f707eed3e4c9,PMC,Sequence requirements for RNA strand transfer during nidovirus discontinuous subgenomic RNA synthesis,10.1093/emboj/20.24.7220,PMC125340,11742998.0,green-oa,nidovirus subgenomic mrna contain leader sequence derived ′ end genome fused different sequence ‘ body ’ derived ′ end generation involves unique mechanism discontinuous subgenomic rna synthesis resembles copychoice rna recombination process nascent rna strand transferred one site template another either plus minus strand synthesis yield subgenomic rna molecule central process transcriptionregulating sequence trss present template site ensure fidelity strand transfer present result comprehensive covariation mutagenesis study equine arteritis virus trss demonstrating discontinuous rna synthesis depends base pairing sense leader trs antisense body trs also primary sequence body trs leader trs merely play targeting role strand transfer body trs fulfils multiple function sequence mrna leader–body junction trs mutant strongly suggested discontinuous step occurs minus strand synthesis,2001-12-17,"Pasternak, Alexander O.; van den Born, Erwin; Spaan, Willy J.M.; Snijder, Eric J.",The EMBO Journal,,,,document_parses/pdf_json/b2897e1277f56641193a6db73825f707eed3e4c9.json,document_parses/pmc_json/PMC125340.xml.json,http://europepmc.org/articles/pmc125340?pdf=render,,7
9,9,9,i0zym7iq,dde02f11923815e6a16a31dd6298c46b109c5dfa,PMC,Discontinuous and non-discontinuous subgenomic RNA transcription in a nidovirus,10.1093/emboj/cdf635,PMC136939,12456663.0,green-oa,arteri corona toro roniviruses evolutionarily related positivestrand rna virus united order nidovirales best studied nidoviruses corona arteriviruses employ unique transcription mechanism involves discontinuous rna synthesis process resembling similarityassisted copychoice rna recombination infection multiple subgenomic sg mrna transcribed mirror set sg negativestrand rna template sg mrna posse short ′ common leader sequence derived ′ end genomic rna joining noncontiguous ‘ leader ’ ‘ body ’ sequence presumably occurs minusstrand synthesis study whether toroviruses use similar transcription mechanism characterized ′ terminus genome four sg mrna berne virus bev show bev mrna – lack leader sequence surprisingly however rna contain leader identical ′terminal residue genome apparently bev combine discontinuous nondiscontinous rna synthesis produce sg mrna finding important implication understanding mechanism evolution nidovirus transcription,2002-12-01,"van Vliet, A.L.W.; Smits, S.L.; Rottier, P.J.M.; de Groot, R.J.",The EMBO Journal,,,,document_parses/pdf_json/dde02f11923815e6a16a31dd6298c46b109c5dfa.json,document_parses/pmc_json/PMC136939.xml.json,http://europepmc.org/articles/pmc136939?pdf=render,,7
28,28,28,6lvn10f4,14e0cac6e86d62859e6c9f1351ab67466d89e5b3,PMC,Heterogeneous nuclear ribonucleoprotein A1 regulates RNA synthesis of a cytoplasmic virus,10.1093/emboj/19.17.4701,PMC302072,10970862.0,green-oa,heterogeneous nuclear ribonucleoprotein hnrnp involved premrna splicing nucleus translational regulation cytoplasm present study demonstrate hnrnp also participates transcription replication cytoplasmic rna virus mouse hepatitis virus mhv overexpression hnrnp accelerated kinetics viral rna synthesis whereas expression cytoplasm dominantnegative hnrnp mutant lack nuclear transport domain significantly delayed hnrnp mutant caused global inhibition viral mrna transcription genomic replication also preferential inhibition replication defectiveinterfering rna similar wildtype hnrnp hnrnp mutant complexed mhv polymerase gene product nucleocapsid protein viral rna however contrast wildtype hnrnp mutant protein failed bind kda cellular protein suggesting recruitment cellular protein hnrnp important mhv rna synthesis finding establish importance cellular factor viral rnadependent rna synthesis,2000-09-01,"Shi, Stephanie T.; Huang, Peiyong; Li, Hsin-Pai; Lai, Michael M.C.",The EMBO Journal,,,,document_parses/pdf_json/14e0cac6e86d62859e6c9f1351ab67466d89e5b3.json,document_parses/pmc_json/PMC302072.xml.json,http://europepmc.org/articles/pmc302072?pdf=render,,7
54,54,57,p7um7o87,fe60210f629f9953405917869332d549f39e5a1b,PMC,The Structure of a Rigorously Conserved RNA Element within the SARS Virus Genome,10.1371/journal.pbio.0030005,PMC539059,15630477.0,cc-by,solved threedimensional crystal structure stemloop ii motif sm rna element sars virus genome å resolution sars related coronaviruses astroviruses posse motif ′ end rna genome called sm whose pathogenic importance inferred rigorous sequence conservation otherwise rapidly mutable rna genome find extreme conservation clearly explained requirement form highly structured rna whose unique tertiary structure includes sharp ° kink helix axis several novel longerrange tertiary interaction tertiary base interaction create tunnel run perpendicular main helical axis whose interior negatively charged bind two magnesium ion unusual feature likely form interaction surface conserved host cell component reactive site required virus function based conservation viral pathogen genome absence human genome suggest unusual structural feature sm rna element attractive target design antiviral therapeutic agent structural genomics sought deduce protein function based threedimensional homology extended approach rna proposing potential function rigorously conserved set rna tertiary structural interaction occur within sars rna genome based tertiary structural comparison propose sm rna bind one protein possessing oligomerbindinglike fold suggest possible mechanism sars viral rna hijacking host protein synthesis based upon observed sm rna macromolecular mimicry relevant ribosomal rna fold,2004-12-28,"Robertson, Michael P; Igel, Haller; Baertsch, Robert; Haussler, David; Ares, Manuel; Scott, William G",PLoS Biol,,,,document_parses/pdf_json/fe60210f629f9953405917869332d549f39e5a1b.json,document_parses/pmc_json/PMC539059.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC539059/,,7
64,64,67,2su7oqbz,09fc4c5e368a43d21f5130cb8474d61d65191dd9,PMC,Locked nucleic acid (LNA) mediated improvements in siRNA stability and functionality,10.1093/nar/gki193,PMC546170,15653644.0,no-cc,therapeutic application recently discovered small interfering rna sirna gene silencing phenomenon dependent improvement molecule biostability specificity delivery address issue systematically modified sirna synthetic rnalike high affinity nucleotide analogue locked nucleic acid lna show incorporation lna substantially enhances serum halflife sirnas key requirement therapeutic use moreover provide evidence lna compatible intracellular sirna machinery used reduce undesired sequencerelated offtarget effect lnamodified sirnas targeting emerging disease sars show improved efficiency unmodified sirna certain rna motif result study emphasize lnas promise converting sirna functional genomics technology therapeutic platform,2005-01-14,"Elmén, Joacim; Thonberg, Håkan; Ljungberg, Karl; Frieden, Miriam; Westergaard, Majken; Xu, Yunhe; Wahren, Britta; Liang, Zicai; Ørum, Henrik; Koch, Troels; Wahlestedt, Claes",Nucleic Acids Res,,,,document_parses/pdf_json/09fc4c5e368a43d21f5130cb8474d61d65191dd9.json,document_parses/pmc_json/PMC546170.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC546170/,,7
86,86,89,mcfmxqp2,5f04dc1178c4d83e7f673119faa173daf1d19394,PMC,"Characterization of the frameshift signal of Edr, a mammalian example of programmed −1 ribosomal frameshifting",10.1093/nar/gki299,PMC1065257,15767280.0,no-cc,ribosomal frameshifting signal mouse embryonal carcinoma differentiation regulated edr gene represents sole documented example programmed − frameshifting mammalian cellular gene shigemotok brennanj wallse watsoncj stottd rigbypw reithad nucleic acid re – employed sitedirected mutagenesis rna structure probing characterize edr signal began confirming functionality magnitude signal role gggaaac motif slippery sequence subsequently derived model edr stimulatory rna assessed similarity stimulatory rna found viral frameshift site found structure rna pseudoknot possessing feature typical retroviral frameshifter pseudoknots experiment conclude edr signal inference human orthologue peg represent novel ‘ cellular class ’ programmed − ribosomal frameshift signal rather similar viral example albeit interesting feature similarity viral frameshift signal may complicate design antiviral therapy target frameshift process,2005-03-14,"Manktelow, Emily; Shigemoto, Kazuhiro; Brierley, Ian",Nucleic Acids Res,,,,document_parses/pdf_json/5f04dc1178c4d83e7f673119faa173daf1d19394.json,document_parses/pmc_json/PMC1065257.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1065257/,,7
89,89,92,1pq6dkl5,184aded923f0ac3cbdbcf74d2a5b42cda0f414c2,PMC,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,10.1093/nar/gni054,PMC1072807,15800207.0,no-cc,universally accepted intact rna constitutes best representation steadystate transcription gold standard define rna quality prior gene expression analysis report evaluated reliability conventional method rna quality assessment including uv spectroscopy s area ratio demonstrated inconsistency used two new freely available classifier degradometer rin system produce userindependent rna quality metric based analysis microcapillary electrophoresis trace provided highly informative valuable data result found highly correlated rin system gave reliable data relevance rna quality metric assessment gene expression difference tested qpcr revealing significant decline relative expression gene rna sample disparate quality sample similar even poor integrity found highly comparable discus consequence observation minimize artifactual detection false positive negative differential expression due rna integrity difference propose scheme development standard operational procedure optional registration rna integrity metric public repository gene expression data,2005-03-30,"Imbeaud, Sandrine; Graudens, Esther; Boulanger, Virginie; Barlet, Xavier; Zaborski, Patrick; Eveno, Eric; Mueller, Odilo; Schroeder, Andreas; Auffray, Charles",Nucleic Acids Res,,,,document_parses/pdf_json/184aded923f0ac3cbdbcf74d2a5b42cda0f414c2.json,document_parses/pmc_json/PMC1072807.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1072807/,,7
90,90,93,402ls2aq,5ae641a5bf24b53a895f5f2f04254cc00e909c08,PMC,Species-independent detection of RNA virus by representational difference analysis using non-ribosomal hexanucleotides for reverse transcription,10.1093/nar/gni064,PMC1074749,15817564.0,no-cc,method isolation genomic fragment rna virus based cdna representational difference analysis cdna rda developed cdna rda applied subtraction polya rna polya− rna rna virus genome owing vast quantity ribosomal rna constructed primer inefficient reverse transcription ribosomal sequence based distribution analysis hexanucleotide pattern ribosomal rna analysis revealed distribution hexanucleotide pattern ribosomal rna virus genome different constructed hexanucleotides nonribosomal hexanucleotides used mixed primer reverse transcription cdna rda synchronous analysis hexanucleotide pattern known viral sequence showed known genomicsize viral sequence include nonribosomal hexanucleotides model experiment nonribosomal hexanucleotides used primer vitro transcribed plasmid rna efficiently reverse transcribed compared ribosomal rna rat cell using nonribosomal primer cdna fragment severe acute respiratory syndrome coronavirus bovine parainfluenza virus efficiently amplified subtracting cdna amplicons derived uninfected cell derived virusinfected cell result suggest cdna rda nonribosomal primer used speciesindependent detection virus including new virus,2005-04-07,"Endoh, Daiji; Mizutani, Tetsuya; Kirisawa, Rikio; Maki, Yoshiyuki; Saito, Hidetoshi; Kon, Yasuhiro; Morikawa, Shigeru; Hayashi, Masanobu",Nucleic Acids Res,,,,document_parses/pdf_json/5ae641a5bf24b53a895f5f2f04254cc00e909c08.json,document_parses/pmc_json/PMC1074749.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1074749/,,7
92,92,95,4mnaicki,d617306cda56236d02117ae7a5fc5e7fcd015554,PMC,Subversion of Cellular Autophagosomal Machinery by RNA Viruses,10.1371/journal.pbio.0030156,PMC1084330,15884975.0,cc-by,infection human cell poliovirus induces proliferation doublemembraned cytoplasmic vesicle whose surface used site viral rna replication whose origin unknown show several hallmark cellular autophagosomes identified poliovirusinduced vesicle including colocalization lamp lc human homolog saccharomyces cerevisiae atgp staining fluorophore monodansylcadaverine followed fixation colocalization lc lamp observed early poliovirus replicative cycle cell infected rhinovirus cell express poliovirus protein bc known sufficient induce doublemembraned vesicle stimulation autophagy increased poliovirus yield inhibition autophagosomal pathway methyladenine rna interference mrna encode two different protein known required autophagy decreased poliovirus yield propose poliovirus rhinovirus component cellular machinery autophagosome formation subverted promote viral replication although autophagy serve innate immune response microorganism finding inconsistent role induced autophagosomelike structure clearance poliovirus instead argue doublemembraned structure provide membranous support viral rna replication complex possibly enabling nonlytic release cytoplasmic content including progeny virion infected cell,2005-04-26,"Jackson, William T; Giddings, Thomas H; Taylor, Matthew P; Mulinyawe, Sara; Rabinovitch, Marlene; Kopito, Ron R; Kirkegaard, Karla",PLoS Biol,,,,document_parses/pdf_json/d617306cda56236d02117ae7a5fc5e7fcd015554.json,document_parses/pmc_json/PMC1084330.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1084330/,,7
100,100,103,a22s8xyz,6f07f87e8ef78f0416556e69c88247e588f9192c,PMC,A Three-Stemmed mRNA Pseudoknot in the SARS Coronavirus Frameshift Signal,10.1371/journal.pbio.0030172,PMC1110908,15884978.0,cc-by,wide range rna virus use programmed − ribosomal frameshifting production viral fusion protein inspection overlap region orfa orfb sarscov genome revealed similar coronaviruses programmed − ribosomal frameshift could used virus produce fusion protein computational analysis frameshift signal predicted presence mrna pseudoknot containing three doublestranded rna stem structure rather two phylogenetic analysis showed conservation potential threestemmed pseudoknots frameshift signal coronaviruses genbank database though presence threestemmed structure supported nuclease mapping twodimensional nuclear magnetic resonance study finding suggest interaction stem structure may result local distortion aform rna distortion particularly evident vicinity predicted abulges stem vitro vivo frameshifting assay showed sarscov frameshift signal functionally similar viral frameshift signal promotes efficient frameshifting standard assay system sensitive drug genetic mutation known affect frameshifting efficiency yeast virus mutagenesis study reveal specific sequence structure stem important efficient frameshifting identified new rna structural motif capable promoting efficient programmed ribosomal frameshifting high degree conservation threestemmed mrna pseudoknot structure among coronaviruses suggests present novel target antiviral therapeutic,2005-05-17,"Plant, Ewan P; Pérez-Alvarado, Gabriela C; Jacobs, Jonathan L; Mukhopadhyay, Bani; Hennig, Mirko; Dinman, Jonathan D",PLoS Biol,,,,document_parses/pdf_json/6f07f87e8ef78f0416556e69c88247e588f9192c.json,document_parses/pmc_json/PMC1110908.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1110908/,,7
